"","Município","0 a 2","3 a 5","6 a 7","8 a 10","Ignorado","Total","Ano"
"39462","170610 CRISTALANDIA",0,1,0,102,0,103,"2017"
"39463","170625 CRIXAS DO TOCANTINS",0,0,0,23,1,24,"2017"
"39464","170650 DARCINOPOLIS",0,0,0,108,2,110,"2017"
"39465","170700 DIANOPOLIS",0,4,6,302,0,312,"2017"
"39466","170710 DIVINOPOLIS DO TOCANTINS",0,1,1,107,0,109,"2017"
"39467","170720 DOIS IRMAOS DO TOCANTINS",0,0,0,56,3,59,"2017"
"39468","170730 DUERE",2,0,0,55,1,58,"2017"
"39469","170740 ESPERANTINA",0,0,4,130,18,152,"2017"
"39470","170755 FATIMA",0,0,0,68,1,69,"2017"
"39471","170765 FIGUEIROPOLIS",0,0,0,76,0,76,"2017"
"39472","170770 FILADELFIA",0,0,3,105,0,108,"2017"
"39473","170820 FORMOSO DO ARAGUAIA",3,2,1,287,4,297,"2017"
"39474","170825 FORTALEZA DO TABOCAO",1,0,0,48,0,49,"2017"
"39475","170830 GOIANORTE",0,1,1,66,0,68,"2017"
"39476","170900 GOIATINS",0,0,4,239,3,246,"2017"
"39477","170930 GUARAI",0,0,8,373,0,381,"2017"
"39478","170950 GURUPI",8,3,13,1317,5,1346,"2017"
"39479","170980 IPUEIRAS",0,0,0,20,0,20,"2017"
"39480","171050 ITACAJA",1,3,7,131,1,143,"2017"
"39481","171070 ITAGUATINS",0,0,0,64,6,70,"2017"
"39482","171090 ITAPIRATINS",0,0,0,62,2,64,"2017"
"39483","171110 ITAPORA DO TOCANTINS",0,0,0,38,0,38,"2017"
"39484","171150 JAU DO TOCANTINS",0,0,2,26,0,28,"2017"
"39485","171180 JUARINA",0,0,2,27,1,30,"2017"
"39486","171190 LAGOA DA CONFUSAO",0,0,3,238,1,242,"2017"
"39487","171195 LAGOA DO TOCANTINS",0,0,2,42,3,47,"2017"
"39488","171200 LAJEADO",0,0,1,60,0,61,"2017"
"39489","171215 LAVANDEIRA",0,0,0,22,0,22,"2017"
"39490","171240 LIZARDA",0,0,1,44,0,45,"2017"
"39491","171245 LUZINOPOLIS",0,0,0,31,3,34,"2017"
"39492","171250 MARIANOPOLIS DO TOCANTINS",0,0,0,65,1,66,"2017"
"39493","171270 MATEIROS",0,1,2,35,0,38,"2017"
"39494","171280 MAURILANDIA DO TOCANTINS",0,0,3,37,3,43,"2017"
"39495","171320 MIRACEMA DO TOCANTINS",2,2,1,285,0,290,"2017"
"39496","171330 MIRANORTE",1,0,2,159,2,164,"2017"
"39497","171360 MONTE DO CARMO",0,1,2,130,1,134,"2017"
"39498","171370 MONTE SANTO DO TOCANTINS",1,0,0,35,0,36,"2017"
"39499","171380 PALMEIRAS DO TOCANTINS",0,0,1,76,0,77,"2017"
"39500","171395 MURICILANDIA",0,1,0,57,2,60,"2017"
"39501","171420 NATIVIDADE",1,3,2,105,0,111,"2017"
"39502","171430 NAZARE",0,1,1,68,0,70,"2017"
"39503","171488 NOVA OLINDA",0,1,3,185,2,191,"2017"
"39504","171500 NOVA ROSALANDIA",0,0,0,52,1,53,"2017"
"39505","171510 NOVO ACORDO",0,1,2,73,4,80,"2017"
"39506","171515 NOVO ALEGRE",0,0,1,23,0,24,"2017"
"39507","171525 NOVO JARDIM",0,0,1,33,0,34,"2017"
"39508","171550 OLIVEIRA DE FATIMA",1,0,1,28,0,30,"2017"
"39509","171570 PALMEIRANTE",0,0,0,71,0,71,"2017"
"39510","171575 PALMEIROPOLIS",0,0,1,70,1,72,"2017"
"39511","171610 PARAISO DO TOCANTINS",1,0,9,855,0,865,"2017"
"39512","171620 PARANA",2,1,1,142,0,146,"2017"
"39513","171630 PAU D'ARCO",0,1,2,56,0,59,"2017"
"39514","171650 PEDRO AFONSO",0,0,10,260,0,270,"2017"
"39515","171660 PEIXE",0,0,1,123,2,126,"2017"
"39516","171665 PEQUIZEIRO",0,0,0,57,0,57,"2017"
"39517","171670 COLMEIA",0,0,0,104,0,104,"2017"
"39518","171700 PINDORAMA DO TOCANTINS",0,0,0,57,1,58,"2017"
"39519","171720 PIRAQUE",0,1,0,46,0,47,"2017"
"39520","171750 PIUM",0,0,0,95,1,96,"2017"
"39521","171780 PONTE ALTA DO BOM JESUS",0,1,0,52,0,53,"2017"
"39522","171790 PONTE ALTA DO TOCANTINS",0,0,0,117,0,117,"2017"
"39523","171800 PORTO ALEGRE DO TOCANTINS",0,0,2,37,0,39,"2017"
"39524","171820 PORTO NACIONAL",3,2,15,1189,4,1213,"2017"
"39525","171830 PRAIA NORTE",0,0,6,86,14,106,"2017"
"39526","171840 PRESIDENTE KENNEDY",0,0,0,41,0,41,"2017"
"39527","171845 PUGMIL",1,0,0,31,0,32,"2017"
"39528","171850 RECURSOLANDIA",0,0,1,52,1,54,"2017"
"39529","171855 RIACHINHO",0,0,2,57,1,60,"2017"
"39530","171865 RIO DA CONCEICAO",0,0,2,35,1,38,"2017"
"39531","171870 RIO DOS BOIS",0,0,2,40,0,42,"2017"
"39532","171875 RIO SONO",0,1,1,64,3,69,"2017"
"39533","171880 SAMPAIO",1,0,0,61,16,78,"2017"
"39534","171884 SANDOLANDIA",0,0,0,39,0,39,"2017"
"39535","171886 SANTA FE DO ARAGUAIA",0,2,1,98,0,101,"2017"
"39536","171888 SANTA MARIA DO TOCANTINS",0,0,0,41,0,41,"2017"
"39537","171889 SANTA RITA DO TOCANTINS",0,1,1,27,0,29,"2017"
"39538","171890 SANTA ROSA DO TOCANTINS",0,0,0,79,1,80,"2017"
"39539","171900 SANTA TEREZA DO TOCANTINS",0,0,1,59,4,64,"2017"
"39540","172000 SANTA TEREZINHA DO TOCANTINS",1,0,0,32,0,33,"2017"
"39541","172010 SAO BENTO DO TOCANTINS",0,0,2,71,3,76,"2017"
"39542","172015 SAO FELIX DO TOCANTINS",1,0,0,19,0,20,"2017"
"39543","172020 SAO MIGUEL DO TOCANTINS",1,0,5,164,2,172,"2017"
"39544","172025 SAO SALVADOR DO TOCANTINS",0,0,0,30,0,30,"2017"
"39545","172030 SAO SEBASTIAO DO TOCANTINS",0,0,0,54,8,62,"2017"
"39546","172049 SAO VALERIO",0,1,2,53,0,56,"2017"
"39547","172065 SILVANOPOLIS",0,1,2,80,0,83,"2017"
"39548","172080 SITIO NOVO DO TOCANTINS",0,0,1,131,3,135,"2017"
"39549","172085 SUCUPIRA",0,0,0,21,0,21,"2017"
"39550","172090 TAGUATINGA",0,1,4,197,1,203,"2017"
"39551","172093 TAIPAS DO TOCANTINS",0,0,0,16,0,16,"2017"
"39552","172097 TALISMA",0,0,2,39,1,42,"2017"
"39553","172100 PALMAS",13,3,42,5079,26,5163,"2017"
"39554","172110 TOCANTINIA",0,0,1,190,2,193,"2017"
"39555","172120 TOCANTINOPOLIS",0,4,11,474,6,495,"2017"
"39556","172125 TUPIRAMA",0,0,0,24,0,24,"2017"
"39557","172130 TUPIRATINS",0,0,1,20,0,21,"2017"
"39558","172208 WANDERLANDIA",0,0,0,131,2,133,"2017"
"39559","172210 XAMBIOA",1,1,3,221,0,226,"2017"
"39560","MUNICIPIO IGNORADO - MA",0,0,0,4,0,4,"2017"
"39561","210005 ACAILANDIA",2,10,35,1850,5,1902,"2017"
"39562","210010 AFONSO CUNHA",1,0,1,99,2,103,"2017"
"39563","210015 AGUA DOCE DO MARANHAO",0,2,4,153,9,168,"2017"
"39564","210020 ALCANTARA",0,0,6,171,52,229,"2017"
"39565","210030 ALDEIAS ALTAS",0,1,16,414,1,432,"2017"
"39566","210040 ALTAMIRA DO MARANHAO",0,0,4,83,1,88,"2017"
"39567","210043 ALTO ALEGRE DO MARANHAO",0,1,7,409,2,419,"2017"
"39568","210047 ALTO ALEGRE DO PINDARE",2,3,7,458,9,479,"2017"
"39569","210050 ALTO PARNAIBA",0,1,3,153,18,175,"2017"
"39570","210055 AMAPA DO MARANHAO",0,0,4,144,2,150,"2017"
"39571","210060 AMARANTE DO MARANHAO",1,2,16,758,44,821,"2017"
"39572","210070 ANAJATUBA",1,1,9,261,57,329,"2017"
"39573","210080 ANAPURUS",0,0,3,304,4,311,"2017"
"39574","210083 APICUM-ACU",0,2,2,51,192,247,"2017"
"39575","210087 ARAGUANA",0,1,5,185,3,194,"2017"
"39576","210090 ARAIOSES",1,3,28,458,38,528,"2017"
"39577","210095 ARAME",2,2,15,590,1,610,"2017"
"39578","210100 ARARI",1,2,16,422,38,479,"2017"
"39579","210110 AXIXA",1,0,2,164,4,171,"2017"
"39580","210120 BACABAL",5,8,36,1478,13,1540,"2017"
"39581","210125 BACABEIRA",1,2,8,265,3,279,"2017"
"39582","210130 BACURI",1,3,2,75,162,243,"2017"
"39583","210135 BACURITUBA",2,0,0,68,3,73,"2017"
"39584","210140 BALSAS",6,4,13,1376,685,2084,"2017"
"39585","210150 BARAO DE GRAJAU",1,2,6,253,0,262,"2017"
"39586","210160 BARRA DO CORDA",4,3,17,1616,41,1681,"2017"
"39587","210170 BARREIRINHAS",1,2,4,1157,23,1187,"2017"
"39588","210173 BELAGUA",0,0,3,49,130,182,"2017"
"39589","210177 BELA VISTA DO MARANHAO",0,2,2,200,1,205,"2017"
"39590","210180 BENEDITO LEITE",0,0,2,41,23,66,"2017"
"39591","210190 BEQUIMAO",1,2,4,113,170,290,"2017"
"39592","210193 BERNARDO DO MEARIM",0,1,0,65,0,66,"2017"
"39593","210197 BOA VISTA DO GURUPI",1,0,3,128,10,142,"2017"
"39594","210200 BOM JARDIM",2,1,10,579,91,683,"2017"
"39595","210203 BOM JESUS DAS SELVAS",1,1,13,520,5,540,"2017"
"39596","210207 BOM LUGAR",1,2,1,138,6,148,"2017"
"39597","210210 BREJO",0,1,5,538,1,545,"2017"
"39598","210215 BREJO DE AREIA",0,1,3,123,9,136,"2017"
"39599","210220 BURITI",1,5,18,491,14,529,"2017"
"39600","210230 BURITI BRAVO",9,4,7,394,1,415,"2017"
"39601","210232 BURITICUPU",7,8,27,1315,9,1366,"2017"
"39602","210235 BURITIRANA",0,1,7,199,8,215,"2017"
"39603","210237 CACHOEIRA GRANDE",0,0,4,151,13,168,"2017"
"39604","210240 CAJAPIO",0,0,1,25,143,169,"2017"
"39605","210250 CAJARI",0,1,1,166,86,254,"2017"
"39606","210255 CAMPESTRE DO MARANHAO",1,2,8,222,0,233,"2017"
"39607","210260 CANDIDO MENDES",0,0,6,263,38,307,"2017"
"39608","210270 CANTANHEDE",1,1,5,257,36,300,"2017"
"39609","210275 CAPINZAL DO NORTE",1,0,1,178,5,185,"2017"
"39610","210280 CAROLINA",1,2,9,316,2,330,"2017"
"39611","210290 CARUTAPERA",1,1,14,421,4,441,"2017"
"39612","210300 CAXIAS",2,4,58,2525,16,2605,"2017"
"39613","210310 CEDRAL",2,0,1,56,40,99,"2017"
"39614","210312 CENTRAL DO MARANHAO",0,1,0,99,34,134,"2017"
"39615","210315 CENTRO DO GUILHERME",3,16,9,170,4,202,"2017"
"39616","210317 CENTRO NOVO DO MARANHAO",1,0,4,267,25,297,"2017"
"39617","210320 CHAPADINHA",8,5,25,1418,14,1470,"2017"
"39618","210325 CIDELANDIA",0,0,5,196,10,211,"2017"
"39619","210330 CODO",7,17,86,1879,40,2029,"2017"
"39620","210340 COELHO NETO",1,7,24,742,1,775,"2017"
"39621","210350 COLINAS",0,2,7,654,7,670,"2017"
"39622","210355 CONCEICAO DO LAGO-ACU",1,2,10,205,18,236,"2017"
"39623","210360 COROATA",4,4,16,1056,20,1100,"2017"
"39624","210370 CURURUPU",3,4,2,175,276,460,"2017"
"39625","210375 DAVINOPOLIS",0,1,8,225,1,235,"2017"
"39626","210380 DOM PEDRO",0,2,8,323,13,346,"2017"
"39627","210390 DUQUE BACELAR",0,0,9,172,2,183,"2017"
"39628","210400 ESPERANTINOPOLIS",3,0,11,301,1,316,"2017"
"39629","210405 ESTREITO",2,4,18,599,2,625,"2017"
"39630","210407 FEIRA NOVA DO MARANHAO",0,0,1,70,24,95,"2017"
"39631","210408 FERNANDO FALCAO",0,0,2,146,101,249,"2017"
"39632","210409 FORMOSA DA SERRA NEGRA",0,0,0,104,152,256,"2017"
"39633","210410 FORTALEZA DOS NOGUEIRAS",0,1,2,209,46,258,"2017"
"39634","210420 FORTUNA",1,3,7,319,9,339,"2017"
"39635","210430 GODOFREDO VIANA",0,4,5,159,5,173,"2017"
"39636","210440 GONCALVES DIAS",1,0,1,59,204,265,"2017"
"39637","210450 GOVERNADOR ARCHER",0,0,2,161,4,167,"2017"
"39638","210455 GOVERNADOR EDISON LOBAO",0,1,4,265,2,272,"2017"
"39639","210460 GOVERNADOR EUGENIO BARROS",0,0,7,274,2,283,"2017"
"39640","210462 GOVERNADOR LUIZ ROCHA",1,3,4,92,12,112,"2017"
"39641","210465 GOVERNADOR NEWTON BELLO",1,1,9,124,0,135,"2017"
"39642","210467 GOVERNADOR NUNES FREIRE",3,3,2,436,4,448,"2017"
"39643","210470 GRACA ARANHA",0,0,2,49,1,52,"2017"
"39644","210480 GRAJAU",1,1,26,1483,59,1570,"2017"
"39645","210490 GUIMARAES",1,1,3,160,11,176,"2017"
"39646","210500 HUMBERTO DE CAMPOS",3,2,5,452,48,510,"2017"
"39647","210510 ICATU",1,2,10,348,33,394,"2017"
"39648","210515 IGARAPE DO MEIO",1,0,0,234,7,242,"2017"
"39649","210520 IGARAPE GRANDE",1,0,0,130,0,131,"2017"
"39650","210530 IMPERATRIZ",11,16,134,4858,32,5051,"2017"
"39651","210535 ITAIPAVA DO GRAJAU",2,0,4,289,8,303,"2017"
"39652","210540 ITAPECURU MIRIM",1,2,5,508,742,1258,"2017"
"39653","210542 ITINGA DO MARANHAO",0,0,8,294,0,302,"2017"
"39654","210545 JATOBA",0,0,2,127,2,131,"2017"
"39655","210547 JENIPAPO DOS VIEIRAS",3,4,2,298,54,361,"2017"
"39656","210550 JOAO LISBOA",1,1,11,458,5,476,"2017"
"39657","210560 JOSELANDIA",1,2,7,218,7,235,"2017"
"39658","210565 JUNCO DO MARANHAO",1,0,1,129,4,135,"2017"
"39659","210570 LAGO DA PEDRA",4,3,10,828,1,846,"2017"
"39660","210580 LAGO DO JUNCO",0,1,0,197,0,198,"2017"
"39661","210590 LAGO VERDE",1,1,18,248,5,273,"2017"
"39662","210592 LAGOA DO MATO",0,0,2,145,0,147,"2017"
"39663","210594 LAGO DOS RODRIGUES",1,0,1,122,1,125,"2017"
"39664","210596 LAGOA GRANDE DO MARANHAO",0,0,2,182,8,192,"2017"
"39665","210598 LAJEADO NOVO",0,0,0,87,1,88,"2017"
"39666","210600 LIMA CAMPOS",1,0,3,181,0,185,"2017"
"39667","210610 LORETO",0,1,1,30,133,165,"2017"
"39668","210620 LUIS DOMINGUES",0,0,1,68,61,130,"2017"
"39669","210630 MAGALHAES DE ALMEIDA",1,1,5,196,8,211,"2017"
"39670","210632 MARACACUME",1,4,9,356,3,373,"2017"
"39671","210635 MARAJA DO SENA",2,0,0,84,2,88,"2017"
"39672","210637 MARANHAOZINHO",1,3,6,193,7,210,"2017"
"39673","210640 MATA ROMA",1,2,5,306,7,321,"2017"
"39674","210650 MATINHA",0,0,3,54,320,377,"2017"
"39675","210660 MATOES",1,0,8,489,4,502,"2017"
"39676","210663 MATOES DO NORTE",0,1,1,78,32,112,"2017"
"39677","210667 MILAGRES DO MARANHAO",1,0,3,62,0,66,"2017"
"39678","210670 MIRADOR",0,0,4,318,5,327,"2017"
"39679","210675 MIRANDA DO NORTE",1,0,4,311,41,357,"2017"
"39680","210680 MIRINZAL",0,0,0,43,188,231,"2017"
"39681","210690 MONCAO",0,0,4,594,11,609,"2017"
"39682","210700 MONTES ALTOS",0,0,2,171,4,177,"2017"
"39683","210710 MORROS",3,2,6,347,17,375,"2017"
"39684","210720 NINA RODRIGUES",0,0,14,161,44,219,"2017"
"39685","210725 NOVA COLINAS",0,0,0,97,10,107,"2017"
"39686","210730 NOVA IORQUE",0,0,1,16,13,30,"2017"
"39687","210735 NOVA OLINDA DO MARANHAO",0,2,6,237,2,247,"2017"
"39688","210740 OLHO D'AGUA DAS CUNHAS",1,1,3,288,0,293,"2017"
"39689","210745 OLINDA NOVA DO MARANHAO",1,1,0,91,114,207,"2017"
"39690","210750 PACO DO LUMIAR",3,4,42,1638,35,1722,"2017"
"39691","210760 PALMEIRANDIA",1,2,2,186,125,316,"2017"
"39692","210770 PARAIBANO",3,1,5,316,2,327,"2017"
"39693","210780 PARNARAMA",0,3,8,449,58,518,"2017"
"39694","210790 PASSAGEM FRANCA",0,1,3,363,1,368,"2017"
"39695","210800 PASTOS BONS",0,1,1,30,292,324,"2017"
"39696","210805 PAULINO NEVES",1,1,4,321,19,346,"2017"
"39697","210810 PAULO RAMOS",3,3,8,292,0,306,"2017"
"39698","210820 PEDREIRAS",3,1,6,520,4,534,"2017"
"39699","210825 PEDRO DO ROSARIO",3,3,11,252,70,339,"2017"
"39700","210830 PENALVA",3,1,8,666,33,711,"2017"
"39701","210840 PERI MIRIM",0,0,4,108,11,123,"2017"
"39702","210845 PERITORO",1,0,7,369,2,379,"2017"
"39703","210850 PINDARE-MIRIM",0,1,9,520,3,533,"2017"
"39704","210860 PINHEIRO",2,16,42,1491,68,1619,"2017"
"39705","210870 PIO XII",2,3,4,378,4,391,"2017"
"39706","210880 PIRAPEMAS",1,1,7,244,15,268,"2017"
"39707","210890 POCAO DE PEDRAS",0,2,4,240,12,258,"2017"
"39708","210900 PORTO FRANCO",0,2,7,419,2,430,"2017"
"39709","210905 PORTO RICO DO MARANHAO",1,0,0,39,26,66,"2017"
"39710","210910 PRESIDENTE DUTRA",2,3,9,864,5,883,"2017"
"39711","210920 PRESIDENTE JUSCELINO",0,3,5,171,29,208,"2017"
"39712","210923 PRESIDENTE MEDICI",0,0,0,85,3,88,"2017"
